Fig1_ScaledRank,Gene.Symbol,ScaledRank_HeLa,ScaledRank_HEK293,WT_EBSStoUT_HeLa,ATG7minWT_EBSStoUT_HeLa,priority_HeLa,WT_EBSStoUT_HEK293,ATG7minWT_EBSStoUT,priority_HEK293,prot_MinRank
0.269547325,FTSJ3,0.172140575,0.685944763,-0.056472927,0.061114681,0.056472927,0.016322338,-0.102087858,0,0.172140575
0.269661637,GOT2,0.172268371,0.361908668,-0.056180477,0.072884746,0.056180477,0.379425555,-0.04549502,0,0.172268371
0.269775949,IST1,0.467603834,0.172272354,0.248327919,0.024820067,0,-0.05172235,0.14146967,0.05172235,0.172272354
0.269890261,SLC25A4,0.172396166,0.390073831,-0.05586052,0.184698701,0.05586052,-0.070601045,-0.038882647,0,0.172396166
0.270004572,GCC1,0.760766773,0.172409078,-0.266628465,-0.205058571,0,-0.260705912,0.051635401,0.051635401,0.172409078
0.270118884,CNST,0.172523962,NA,-0.055816627,0.073157298,0.055816627,NA,NA,NA,0.172523962
0.270233196,DNAL1,NA,0.172545803,NA,NA,NA,-0.357747326,0.051574423,0.051574423,0.172545803
0.270347508,COA3,0.172651757,0.218895269,-0.261791856,0.05575777,0.05575777,-0.201195807,0.024883684,0.024883684,0.172651757
0.27046182,PDLIM5,0.774185304,0.172682527,-0.087317998,-0.141098944,0,-0.069095955,0.051158951,0.051158951,0.172682527
0.270576132,POMT1,0.172779553,0.985780695,-0.934625646,0.055739451,0.055739451,-0.099256329,-0.037805063,0,0.172779553
0.270690444,SCAF4,0.335974441,0.172819251,0.77201368,-0.086882104,0,-0.210548801,0.051136616,0.051136616,0.172819251
0.270804755,UVRAG,0.172907348,0.923297785,-0.055704682,0.092899119,0.055704682,0.28627235,-0.036363464,0,0.172907348
0.270919067,WDR6,0.878722045,0.172955975,-0.325828786,-0.027883018,0,-0.304469766,0.051129104,0.051129104,0.172955975
0.271033379,SLC1A1,0.173035144,NA,-0.533461886,0.055693349,0.055693349,NA,NA,NA,0.173035144
0.271147691,BBX,0.735846645,0.173092699,0.139380568,-0.557731743,0,-0.051023694,0.073273025,0.051023694,0.173092699
0.271262003,RPL10A,0.173162939,0.506972929,-0.098587694,0.055511683,0.055511683,0.156926761,-0.012608127,0,0.173162939
0.271376315,DHX36,0.851118211,0.173229423,-0.034096559,-0.118100782,0,-0.050938784,0.117068272,0.050938784,0.173229423
0.271490626,PSMB5,0.173290735,0.422340716,-0.055471189,0.193326734,0.055471189,0.067320959,-0.088417139,0,0.173290735
0.271604938,NOP16,0.17341853,0.969783976,-0.09699349,0.055466287,0.055466287,0.136460526,-0.135778184,0,0.17341853
0.27171925,NDUFA12,0.173546326,0.935056057,-0.066946292,0.055337243,0.055337243,0.104445375,-0.309891403,0,0.173546326
0.271833562,WASL,0.269520767,0.173639595,0.338041901,-0.27649779,0,-0.109209069,0.050473994,0.050473994,0.173639595
0.271947874,WDR75,0.173674121,0.679518731,-0.057912052,0.055250242,0.055250242,0.044821898,-0.066881329,0,0.173674121
0.272062186,AP4B1,0.985686901,0.173776319,0.059077733,-0.014737352,0,-0.230383138,0.050431261,0.050431261,0.173776319
0.272176497,TIMM17B,0.173801917,0.32184851,-0.089572608,0.055202681,0.055202681,-0.077782148,-0.101710225,0,0.173801917
0.272290809,TAB1,0.573546326,0.173913043,-0.02247286,-0.175937847,0,-0.156772554,0.050420827,0.050420827,0.173913043
0.272405121,LSM1,0.173929712,0.295050588,-0.086183477,0.055166678,0.055166678,0.255367684,-0.221144601,0,0.173929712
0.272519433,SNTA1,0.534057508,0.174049768,-0.107657628,-0.25163602,0,-0.259778707,0.050353868,0.050353868,0.174049768
0.272633745,PDE3B,0.174057508,0.5488105,-0.439047643,0.055155012,0.055155012,-0.252587119,-0.102342512,0,0.174057508
0.272748057,NEK1,0.174185304,0.2593656,-0.055089224,0.201942868,0.055089224,-0.004758593,0.040952106,0.004758593,0.174185304
0.272862369,ALYREF,0.663897764,0.174186492,0.125792922,-0.135291673,0,-0.050239894,0.077862801,0.050239894,0.174186492
0.27297668,ALDH16A1,0.174313099,0.688269073,-0.055026924,0.192061336,0.055026924,0.069083591,-0.060226086,0,0.174313099
0.273090992,PPIB,0.174440895,0.413727099,-0.054987753,0.171531819,0.054987753,0.030333831,-0.002274989,0,0.174440895
0.273205304,PRKG1,NA,0.17445994,NA,NA,NA,-0.050040296,0.206977346,0.050040296,0.17445994
0.273319616,MMGT1,0.17456869,0.696472518,-0.05497635,0.081664643,0.05497635,-0.247429835,-0.03376113,0,0.17456869
0.273433928,BAIAP2,0.958594249,0.174596664,-0.62678964,-0.014607114,0,-0.228632089,0.049936264,0.049936264,0.174596664
0.27354824,MTPAP,0.174696486,0.90073831,-0.253511566,0.054867582,0.054867582,0.08698267,-0.105754681,0,0.174696486
0.273662551,GPBP1,0.667092652,0.174733388,-0.047983456,-0.568637708,0,-0.457865264,0.049901281,0.049901281,0.174733388
0.273776863,DOCK10,0.174824281,NA,-0.311818211,0.054775608,0.054775608,NA,NA,NA,0.174824281
0.273891175,STT3B,0.174952077,0.721903199,-0.054645669,0.111716355,0.054645669,-0.083759822,-0.018771466,0,0.174952077
0.274005487,FAM160A2,0.218913738,0.175006836,-0.104408445,0.025329558,0.025329558,-0.049722337,0.12456792,0.049722337,0.175006836
0.274119799,FJX1,0.175079872,NA,-0.539432792,0.054578708,0.054578708,NA,NA,NA,0.175079872
0.274234111,CIP2A,0.720894569,0.17514356,-0.231065205,-0.14044196,0,-0.191137812,0.049657601,0.049657601,0.17514356
0.274348422,RPL35A,0.175207668,0.203035275,-0.204386118,0.054576596,0.054576596,-0.513715421,0.033613005,0.033613005,0.175207668
0.274462734,MRPL52,0.175335463,0.666256494,-0.257061728,0.054566366,0.054566366,0.203953734,-0.256734116,0,0.175335463
0.274577046,TOMM5,0.175463259,0.695652174,-0.162418561,0.054495256,0.054495256,0.009128963,0.034391765,0,0.175463259
0.274691358,GSTP1,0.367412141,0.175553733,0.025345412,0.172897844,0,-0.049508412,0.124206726,0.049508412,0.175553733
0.27480567,TUBGCP5,0.175591054,0.792042658,-0.23578366,0.054420661,0.054420661,-0.164695673,-0.17148123,0,0.175591054
0.274919982,HNRNPA1,0.368817891,0.175690457,-0.166959539,-0.056582519,0,-0.114516697,0.049417307,0.049417307,0.175690457
0.275034294,LPCAT4,0.17571885,0.622641509,-0.234339512,0.054348644,0.054348644,0.048297595,-0.036993722,0,0.17571885
0.275148605,ZC3H15,0.727028754,0.175827181,0.148231172,-0.07447183,0,-0.049263852,0.143115059,0.049263852,0.175827181
0.275262917,MRPS27,0.175846645,0.738856987,-0.527198449,0.054055987,0.054055987,0.033351974,-0.038572616,0,0.175846645
0.275377229,HOOK1,0.939936102,0.175963905,-0.061058395,-0.125692482,0,-0.208909089,0.049144681,0.049144681,0.175963905
0.275491541,THBS3,0.175974441,NA,-0.877813646,0.053877511,0.053877511,NA,NA,NA,0.175974441
0.275605853,CRYZL1,0.346709265,0.176100629,0.011851968,0.30194029,0,-0.85905539,0.049078789,0.049078789,0.176100629
0.275720165,ARFIP2,0.176230032,0.479764835,-0.114909137,0.053672005,0.053672005,0.022814747,0.020216364,0,0.176230032
0.275834476,SLAIN2,0.921277955,0.176237353,-0.236514886,-0.052690611,0,-0.048944381,0.295325568,0.048944381,0.176237353
0.275948788,PRKACB,0.176357827,0.41277003,-0.095191955,0.053545515,0.053545515,-0.069626023,-0.05533065,0,0.176357827
0.2760631,ADAM17,0.176485623,0.513125513,-0.053443847,0.21620894,0.053443847,-0.264531875,-0.06990862,0,0.176485623
0.276177412,EHD3,NA,0.176510801,NA,NA,NA,-0.189827415,0.048814931,0.048814931,0.176510801
0.276291724,PTPN12,0.510543131,0.176647525,0.265300065,-0.081466277,0,-0.04878896,0.062073267,0.04878896,0.176647525
0.276406036,COX20,0.176741214,NA,-0.210045515,0.053244893,0.053244893,NA,NA,NA,0.176741214
0.276520348,EXOC7,0.17686901,0.955838119,-0.108420922,0.053173896,0.053173896,0.038914055,-0.02208634,0,0.17686901
0.276634659,TTC26,0.259936102,0.176920973,-0.365865785,-0.075662747,0,-0.210065052,0.048487727,0.048487727,0.176920973
0.276748971,DLGAP5,0.567539936,0.177057698,0.116292174,-0.519436211,0,-0.425194976,0.048260864,0.048260864,0.177057698
0.276863283,ZNF142,NA,0.177194422,NA,NA,NA,-0.358175441,0.047671637,0.047671637,0.177194422
0.276977595,MRPS18C,0.177252396,0.970741045,-0.3332023,0.053004505,0.053004505,0.05120247,-0.259603849,0,0.177252396
0.277091907,CAMKMT,0.655079872,0.177331146,0.053397268,-0.439273359,0,-0.515361276,0.047602814,0.047602814,0.177331146
0.277206219,DHCR7,0.177380192,0.222723544,-0.158061258,0.052787275,0.052787275,-0.291525846,0.022344106,0.022344106,0.177380192
0.27732053,GINS1,0.554888179,0.17746787,0.193255583,-0.25984162,0,-0.070454359,0.047520118,0.047520118,0.17746787
0.277434842,OXSM,0.177507987,NA,-0.052713491,0.180206889,0.052713491,NA,NA,NA,0.177507987
0.277549154,ARHGEF12,0.916166134,0.177604594,-0.117425599,-0.207659435,0,-0.062651021,0.047473549,0.047473549,0.177604594
0.277663466,NCSTN,0.177635783,0.738583538,-0.366460971,0.052669504,0.052669504,-0.181919716,-0.027049076,0,0.177635783
0.277777778,EIF2B2,0.452268371,0.177741318,-0.062593906,-0.117759326,0,-0.153750675,0.047449204,0.047449204,0.177741318
0.27789209,PSMA7,0.177763578,0.239540607,-0.052644207,0.089653588,0.052644207,-0.033842719,0.014211002,0.014211002,0.177763578
0.278006401,VPS33B,0.849456869,0.177878042,-0.134282374,-0.013967303,0,-0.129475935,0.047334287,0.047334287,0.177878042
0.278120713,AMDHD2,0.177891374,0.966639322,-0.052579321,0.107061027,0.052579321,0.067623975,-0.172590664,0,0.177891374
0.278235025,TAPT1,0.178019169,0.228465956,-0.167700531,0.052515269,0.052515269,-0.23000444,0.019914509,0.019914509,0.178019169
0.278349337,PIGM,0.178146965,NA,-0.296663639,0.052448242,0.052448242,NA,NA,NA,0.178146965
0.278463649,DLST,0.213035144,0.17815149,-0.029120582,0.137119109,0.029120582,-0.122260983,0.047255996,0.047255996,0.17815149
0.278577961,RABGEF1,0.17827476,0.937927263,-0.052329465,0.059573919,0.052329465,0.005096447,-0.022613166,0,0.17827476
0.278692273,DDX19A,0.896741214,0.178288214,0.141171872,-0.098813724,0,-0.250570848,0.047243113,0.047243113,0.178288214
0.278806584,VPS4A,0.178402556,0.222039923,-0.052327609,0.053943358,0.052327609,-0.266215919,0.022587853,0.022587853,0.178402556
0.278920896,MAP2K1,0.506198083,0.178424938,0.234651058,-0.040605292,0,-0.047084125,0.156576246,0.047084125,0.178424938
0.279035208,SMYD2,0.178530351,0.886655729,-0.09957982,0.052323741,0.052323741,-0.40471056,-0.108804194,0,0.178530351
0.27914952,CD109,0.638722045,0.178561663,0.408571087,-0.307289046,0,-0.51294544,0.047010388,0.047010388,0.178561663
0.279263832,SPHK1,0.910543131,0.178698387,-0.640378642,-0.405339238,0,-0.22121824,0.046986542,0.046986542,0.178698387
0.279378144,BRSK1,NA,0.178835111,NA,NA,NA,-0.065310662,0.046949069,0.046949069,0.178835111
0.279492455,SLC2A8,0.178913738,0.236532677,-0.419512112,0.05218346,0.05218346,-0.300249329,0.015617493,0.015617493,0.178913738
0.279606767,HPS6,0.671821086,0.178971835,0.007963577,-0.056538154,0,-0.046923537,0.066484371,0.046923537,0.178971835
0.279721079,ARRB1,0.179041534,0.461033634,-0.119602017,0.052127017,0.052127017,0.972417261,0.991842215,0,0.179041534
0.279835391,MMTAG2,0.820447284,0.179108559,0.10849479,-0.076033815,0,-0.046673147,0.280242036,0.046673147,0.179108559
0.279949703,MTRF1L,0.179169329,0.929997266,-0.052079997,0.298295178,0.052079997,0.129019189,-0.056532326,0,0.179169329
0.280064015,EIF3E,0.478722045,0.179245283,-0.358085053,-0.080234564,0,-0.14870027,0.046648102,0.046648102,0.179245283
0.280178326,TRMT10C,0.179297125,0.652584085,-0.056913317,0.052007013,0.052007013,0.170732572,-0.223603243,0,0.179297125
0.280292638,OS9,0.535079872,0.179382007,-0.072184432,-0.054329741,0,-0.046592026,0.148674602,0.046592026,0.179382007
0.28040695,MAOB,0.17942492,NA,-0.219606065,0.051988062,0.051988062,NA,NA,NA,0.17942492
0.280521262,ZGPAT,0.696741214,0.179518731,-0.169349111,-0.22914167,0,-0.046585502,0.182824331,0.046585502,0.179518731
0.280635574,NDUFA11,0.179552716,0.674049768,-0.203098142,0.05181392,0.05181392,0.40254811,-0.524489041,0,0.179552716
0.280749886,CRACR2A,NA,0.179655455,NA,NA,NA,-0.046450751,0.066562084,0.046450751,0.179655455
0.280864198,MTRR,0.179680511,0.924391578,-0.244947489,0.051781403,0.051781403,-0.255723921,-0.267557947,0,0.179680511
0.280978509,TOPBP1,0.738402556,0.179792179,0.035011769,-0.391201518,0,-0.078120672,0.046442212,0.046442212,0.179792179
0.281092821,LMF2,0.179808307,0.818156959,-0.051743722,0.140109607,0.051743722,-0.006944162,-0.031070904,0,0.179808307
0.281207133,GFOD2,NA,0.179928903,NA,NA,NA,-0.052473689,0.046424786,0.046424786,0.179928903
0.281321445,GRPEL1,0.179936102,0.870522286,-0.240609206,0.051740182,0.051740182,0.108497643,-0.089432766,0,0.179936102
0.281435757,PPP1R37,0.180063898,NA,-0.177080305,0.051608984,0.051608984,NA,NA,NA,0.180063898
0.281550069,CTNNA1,0.424920128,0.180065628,-0.280356435,-0.030387373,0,-0.615306439,0.046307151,0.046307151,0.180065628
0.28166438,ATP6V0A2,0.180191693,0.974295871,-0.051607326,0.082592314,0.051607326,-0.048315436,-0.102512514,0,0.180191693
0.281778692,WDR47,0.334696486,0.180202352,0.076933344,-0.081015648,0,-0.046280192,0.07812858,0.046280192,0.180202352
0.281893004,RPUSD3,0.180319489,0.633169264,-0.769627704,0.051590283,0.051590283,-0.138897823,-0.117442676,0,0.180319489
0.282007316,MPHOSPH9,NA,0.180339076,NA,NA,NA,-0.056891776,0.0461935,0.0461935,0.180339076
0.282121628,DTX3,0.180447284,NA,-0.263106691,0.051534814,0.051534814,NA,NA,NA,0.180447284
0.28223594,CEP112,NA,0.1804758,NA,NA,NA,-0.04617648,0.071275758,0.04617648,0.1804758
0.282350251,THEM4,0.18057508,NA,-0.05148352,0.209417987,0.05148352,NA,NA,NA,0.18057508
0.282464563,C1orf122,0.640894569,0.180612524,-0.298441502,-0.176549278,0,-0.144119207,0.046162343,0.046162343,0.180612524
0.282578875,AGTRAP,0.633865815,0.180749248,0.091779021,-0.135793087,0,-0.285692085,0.04612106,0.04612106,0.180749248
0.282693187,RPS12,0.180830671,0.417692097,-0.133153257,0.051356673,0.051356673,0.076989811,0.092110402,0,0.180830671
0.282807499,RILPL1,0.596677316,0.180885972,-0.156121095,-0.031715098,0,-0.140707797,0.046108552,0.046108552,0.180885972
0.282921811,TTC21B,0.180958466,0.659693738,-0.052657609,0.051336021,0.051336021,0.126897735,-0.145725637,0,0.180958466
0.283036123,RANGAP1,0.441916933,0.181022696,0.002773607,0.032897296,0,-0.224755958,0.045993348,0.045993348,0.181022696
0.283150434,MRPS21,0.181086262,0.514902926,-0.280030167,0.051084496,0.051084496,-0.013417705,-0.094260691,0,0.181086262
0.283264746,ARHGAP1,0.515399361,0.18115942,0.089466177,0.137074141,0,-0.045724806,0.099626149,0.045724806,0.18115942
0.283379058,ARMC10,0.181214058,0.692780968,-0.110879549,0.050943625,0.050943625,0.028729091,-0.13188999,0,0.181214058
0.28349337,TRIOBP,0.849968051,0.181296144,-0.030938412,-0.164719758,0,-0.045701022,0.077226855,0.045701022,0.181296144
0.283607682,COX6C,0.181341853,0.381733661,-0.103755889,0.050901814,0.050901814,-0.145917054,-0.214315707,0,0.181341853
0.283721994,NUP153,0.452523962,0.181432868,0.192434333,-0.084092491,0,-0.045661004,0.068881841,0.045661004,0.181432868
0.283836305,NDUFS3,0.181469649,0.332649713,-0.16202687,0.050830582,0.050830582,0.23834961,-0.159982784,0,0.181469649
0.283950617,TADA3,0.321789137,0.181569593,-0.229157824,-0.146726314,0,-0.047074581,0.045513996,0.045513996,0.181569593
0.284064929,CNP,0.181597444,0.381186765,-0.101222152,0.050802253,0.050802253,-0.115466817,-0.057163724,0,0.181597444
0.284179241,MSH6,0.463642173,0.181706317,0.196766583,-0.225991572,0,-0.04529753,0.050676236,0.04529753,0.181706317
0.284293553,COQ8B,0.18172524,NA,-0.050594343,0.066453852,0.050594343,NA,NA,NA,0.18172524
0.284407865,MAP3K20,0.912076677,0.181843041,0.17328952,-0.037568711,0,-0.107619419,0.045282598,0.045282598,0.181843041
0.284522176,TRIM22,0.181853035,NA,-0.293781624,0.050254641,0.050254641,NA,NA,NA,0.181853035
0.284636488,CAMSAP2,0.517188498,0.181979765,0.144967262,-0.324598404,0,-0.199525508,0.045080373,0.045080373,0.181979765
0.2847508,ANKS3,0.181980831,NA,-0.050158922,0.210507112,0.050158922,NA,NA,NA,0.181980831
0.284865112,MME,0.182108626,NA,-0.112508191,0.050073516,0.050073516,NA,NA,NA,0.182108626
0.284979424,IFT22,0.862875399,0.182116489,-0.421789112,-0.296096732,0,-0.327789578,0.045054365,0.045054365,0.182116489
0.285093736,CCDC130,0.182236422,0.394312278,-0.493208622,0.049903687,0.049903687,-0.156700257,-0.060675012,0,0.182236422
0.285208048,TXNDC16,0.923833866,0.182253213,-0.356715692,-0.236035036,0,-0.315097312,0.044939787,0.044939787,0.182253213
0.285322359,NOL10,0.182364217,0.812687996,-0.049533285,0.135201683,0.049533285,0.050627542,-0.062183929,0,0.182364217
0.285436671,ETV3,0.434504792,0.182389937,-0.141614983,-0.166844982,0,-0.658796129,0.044780701,0.044780701,0.182389937
0.285550983,CYCS,0.182492013,0.517637408,-0.221272264,0.049408133,0.049408133,0.26015349,-0.158841235,0,0.182492013
0.285665295,B4GALT7,NA,0.182526661,NA,NA,NA,-0.044656437,0.127097381,0.044656437,0.182526661
0.285779607,LMTK2,0.182619808,0.681706317,-0.544484757,0.04922654,0.04922654,0.141114927,0.099435566,0,0.182619808
0.285893919,ELAC2,0.809456869,0.182663385,-0.217775975,-0.134974809,0,-0.10415231,0.044632937,0.044632937,0.182663385
0.28600823,ELP4,0.182747604,NA,-0.149883259,0.049209904,0.049209904,NA,NA,NA,0.182747604
0.286122542,GGA2,0.941469649,0.182800109,-0.234457253,-0.423951849,0,-0.544161207,0.044440142,0.044440142,0.182800109
0.286236854,PSMC3,0.182875399,0.402925896,-0.120813795,0.048874767,0.048874767,-0.054229448,-0.033955575,0,0.182875399
0.286351166,PHF8,0.955782748,0.182936833,0.022486832,-0.390124287,0,-0.278613996,0.044399208,0.044399208,0.182936833
0.286465478,NDUFB10,0.183003195,0.359857807,-0.350161908,0.048828251,0.048828251,-0.022543847,-0.0957364,0,0.183003195
0.28657979,DNAJA3,0.18313099,0.766885425,-0.064866956,0.048735774,0.048735774,0.099460692,-0.190279787,0,0.18313099
0.286694102,TK1,0.355654952,0.183210282,-0.231167421,-0.478557003,0,-1.358146957,0.0442274,0.0442274,0.183210282
0.286808413,TK1,0.999488818,0.183210282,0.088360688,-0.984956502,0,-1.358146957,0.0442274,0.0442274,0.183210282
0.286922725,RSRC2,0.183514377,0.65408805,-0.064294556,0.048426533,0.048426533,0.188255891,0.019286546,0,0.183514377
0.287037037,RBM34,0.183642173,0.449412086,-0.234358034,0.048336722,0.048336722,0.119866285,-0.128776028,0,0.183642173
0.287151349,DPF3,NA,0.183757178,NA,NA,NA,-0.152626796,0.043852198,0.043852198,0.183757178
0.287265661,SRP72,0.183769968,0.340989882,-0.174631554,0.048199767,0.048199767,0.04046806,0.013848353,0,0.183769968
0.287379973,KIF2C,0.803450479,0.183893902,0.335564458,-0.286352169,0,-0.210528562,0.043819902,0.043819902,0.183893902
0.287494284,ALG6,0.183897764,0.985097074,-0.178163153,0.048158064,0.048158064,-0.044460785,-0.265898707,0,0.183897764
0.287608596,HGS,0.184153355,0.29176921,-0.064063785,0.047846413,0.047846413,0.026236428,0.026279345,0,0.184153355
0.287722908,CDH6,0.18428115,NA,-0.315608173,0.047231089,0.047231089,NA,NA,NA,0.18428115
0.28783722,OBSL1,0.218019169,0.184304074,-0.776503685,0.025839781,0.025839781,-1.225066699,0.043553566,0.043553566,0.184304074
0.287951532,RABGGTB,0.184408946,0.231473886,-0.261301886,0.047178309,0.047178309,-0.156525854,0.018926073,0.018926073,0.184408946
0.288065844,ME3,0.184536741,NA,-0.067127044,0.047162875,0.047162875,NA,NA,NA,0.184536741
0.288180155,ZNF814,0.184664537,NA,-0.161099947,0.047152435,0.047152435,NA,NA,NA,0.184664537
0.288294467,CHD8,0.876805112,0.184714247,-0.148460351,-0.269530858,0,-0.182119235,0.043082437,0.043082437,0.184714247
0.288408779,JAGN1,0.184792332,NA,-0.129905148,0.047055651,0.047055651,NA,NA,NA,0.184792332
0.288523091,PARD6B,NA,0.184850971,NA,NA,NA,-0.177389808,0.043065112,0.043065112,0.184850971
0.288637403,ACO2,0.184920128,0.803117309,-0.152024353,0.046991426,0.046991426,0.247072649,-0.067208972,0,0.184920128
0.288751715,TUSC3,0.185047923,NA,-0.153574434,0.04687197,0.04687197,NA,NA,NA,0.185047923
0.288866027,COG5,0.954888179,0.185124419,0.047643206,0.047673064,0,-0.133784703,0.042807196,0.042807196,0.185124419
0.288980338,ATP6V1H,0.185175719,0.207683894,-0.081358133,0.046836922,0.046836922,-0.285062782,0.031608926,0.031608926,0.185175719
0.28909465,PSMD2,0.529201278,0.185397867,-0.187565742,-0.262196592,0,-0.042704247,0.093309734,0.042704247,0.185397867
0.289208962,RPL7L1,0.18543131,0.626879956,-0.139399455,0.046737005,0.046737005,0.473211642,-0.11751808,0,0.18543131
0.289323274,ORMDL1,0.918338658,0.185534591,-1.135025657,-0.035301483,0,-0.739561804,0.042564425,0.042564425,0.185534591
0.289437586,TJP1,0.185559105,0.531993437,-0.046609561,0.151042009,0.046609561,-0.136134224,-0.022197692,0,0.185559105
0.289551898,TBC1D2B,0.957188498,0.185671315,0.276862728,-0.208439394,0,-0.073218307,0.042512877,0.042512877,0.185671315
0.289666209,RAB5B,0.185686901,0.495624829,-0.046429476,0.184064127,0.046429476,0.133784526,0.022692995,0,0.185686901
0.289780521,PKN3,0.629265176,0.185808039,-0.066617137,-0.216685667,0,-0.139769061,0.042399153,0.042399153,0.185808039
0.289894833,GOLGA2,0.185814696,0.533497402,-0.264842171,0.046371642,0.046371642,0.10187451,-0.0675796,0,0.185814696
0.290009145,TTC1,0.185942492,0.800382827,-0.413817344,0.046334541,0.046334541,0.995657025,0.001073976,0,0.185942492
0.290123457,MKKS,NA,0.185944763,NA,NA,NA,-0.068293353,0.04231456,0.04231456,0.185944763
0.290237769,ATG101,0.186198083,0.812551272,-0.517325711,0.046255341,0.046255341,-0.237498211,-0.069029529,0,0.186198083
0.29035208,AKAP1,0.741341853,0.186218212,0.100317226,-0.101092478,0,-0.042166631,0.382352308,0.042166631,0.186218212
0.290466392,COMMD6,0.186325879,NA,-0.063680101,0.046175155,0.046175155,NA,NA,NA,0.186325879
0.290580704,PFDN6,0.22057508,0.186354936,-0.129223114,0.023835174,0.023835174,-0.042157368,0.045826591,0.042157368,0.186354936
0.290695016,ABHD10,0.18658147,0.894175554,-0.046904905,0.045941288,0.045941288,0.14447387,-0.180057745,0,0.18658147
0.290809328,FAM204A,NA,0.186628384,NA,NA,NA,-0.498951434,0.041999943,0.041999943,0.186628384
0.29092364,STX18,0.186709265,0.236806125,-0.245471626,0.045923254,0.045923254,-0.015373678,0.028916592,0.015373678,0.186709265
0.291037952,DHPS,0.448945687,0.186765108,-0.348312011,-0.106715828,0,-0.041928095,0.121622033,0.041928095,0.186765108
0.291152263,NLRX1,0.186837061,0.668170632,-0.109005542,0.045711334,0.045711334,0.221505844,-0.113753172,0,0.186837061
0.291266575,PFDN2,0.936485623,0.186901832,0.023562545,0.09335009,0,-0.133946145,0.04189798,0.04189798,0.186901832
0.291380887,GFM1,0.186964856,0.791085589,-0.293553241,0.045554178,0.045554178,0.018191269,-0.09489245,0,0.186964856
0.291495199,FANCB,0.704025559,0.187038556,0.161837807,-0.276561359,0,-0.327451466,0.041874485,0.041874485,0.187038556
0.291609511,DDX47,0.187092652,0.844544709,-0.499052816,0.045378621,0.045378621,-0.02330373,-0.124933862,0,0.187092652
0.291723823,SLC39A10,0.948115016,0.18717528,-0.066622219,-0.158945085,0,-0.600720132,0.04180305,0.04180305,0.18717528
0.291838134,GNG5,0.187220447,0.509433962,-0.104380351,0.04526363,0.04526363,-0.166625724,-0.152488582,0,0.187220447
0.291952446,INTS9,0.897635783,0.187312004,-0.101459155,-0.240727912,0,-0.148397243,0.041792564,0.041792564,0.187312004
0.292066758,PFDN5,0.187348243,0.797374897,-0.106967004,0.045203523,0.045203523,0.096463326,0.005753409,0,0.187348243
0.29218107,CROT,0.187476038,0.942712606,-0.324947492,0.045163204,0.045163204,-0.158400807,-0.017919246,0,0.187476038
0.292295382,ABCD4,NA,0.187585453,NA,NA,NA,-0.362413966,0.041522349,0.041522349,0.187585453
0.292409694,KARS1,0.187603834,0.233524747,-0.045079045,0.068390133,0.045079045,-0.017911104,0.01761338,0.01761338,0.187603834
0.292524005,KCTD12,0.210734824,0.187722177,-0.179952977,0.030930303,0.030930303,-0.041451358,0.089289222,0.041451358,0.187722177
0.292638317,RNF31,0.764984026,0.187858901,0.21620753,0.127116225,0,-0.041431812,0.043589909,0.041431812,0.187858901
0.292752629,ATPAF2,0.187859425,0.697976483,-0.226500454,0.044952954,0.044952954,0.059778984,-0.102378459,0,0.187859425
0.292866941,SLC25A12,0.18798722,0.336341263,-0.044809327,0.092655957,0.044809327,0.178518276,-0.019336019,0,0.18798722
0.292981253,APPL2,0.254057508,0.187995625,-0.168018821,0.003438796,0.003438796,-0.219002804,0.041420686,0.041420686,0.187995625
0.293095565,MRPL50,0.188115016,0.698249932,-0.112067567,0.044777871,0.044777871,-0.092978092,-0.143132629,0,0.188115016
0.293209877,ASRGL1,0.646261981,0.188132349,-0.087167291,-0.056051114,0,-0.149869922,0.041387266,0.041387266,0.188132349
0.293324188,NGDN,0.188242812,0.711101996,-0.044748388,0.171635728,0.044748388,0.053067634,-0.09707815,0,0.188242812
0.2934385,AGAP3,0.787731629,0.188269073,-0.006329593,-0.107072638,0,-0.436495429,0.04135912,0.04135912,0.188269073
0.293552812,FKBP4,0.188370607,0.250615258,-0.044699611,0.127853031,0.044699611,-0.009019391,0.023625287,0.009019391,0.188370607
0.293667124,BTN2A1,0.188498403,NA,-0.04469794,0.054100956,0.04469794,NA,NA,NA,0.188498403
0.293781436,CARM1,0.668115016,0.188542521,-0.1229587,-0.031346052,0,-0.076362786,0.041239456,0.041239456,0.188542521
0.293895748,HACD2,0.188626198,NA,-0.254492187,0.044624736,0.044624736,NA,NA,NA,0.188626198
0.294010059,ODF2,0.596166134,0.188679245,-0.772679575,-0.326259055,0,-0.69668399,0.041170012,0.041170012,0.188679245
0.294124371,TMEM260,0.188753994,NA,-0.044342905,0.213084429,0.044342905,NA,NA,NA,0.188753994
0.294238683,SOWAHC,0.594504792,0.188815969,-0.025482242,-0.008081023,0,-0.041003475,0.072443161,0.041003475,0.188815969
0.294352995,VPS35L,0.188881789,0.658189773,-0.044338915,0.094856766,0.044338915,-0.280593857,-0.102051023,0,0.188881789
0.294467307,NME2,0.401405751,0.188952693,0.044181553,0.069386198,0,-0.040997962,0.067741118,0.040997962,0.188952693
0.294581619,MRPS28,0.189009585,0.96390484,-0.41751001,0.044313646,0.044313646,-0.046300742,-0.016625858,0,0.189009585
