Fig1_ScaledRank,Gene.Symbol,ScaledRank_HeLa,ScaledRank_HEK293,WT_EBSStoUT_HeLa,ATG7minWT_EBSStoUT_HeLa,priority_HeLa,WT_EBSStoUT_HEK293,ATG7minWT_EBSStoUT,priority_HEK293,prot_MinRank
0.013717421,TNRC6A,0.709648562,0.007656549,-0.323608123,-0.234390184,0,-0.605278941,0.493865729,0.493865729,0.007656549
0.013831733,TNFRSF10B,0.007667732,0.093519278,-0.484749794,1.329695542,0.484749794,-0.294492584,0.125389637,0.125389637,0.007667732
0.013946045,RAB11FIP5,0.033865815,0.007793273,-0.250269888,0.465951969,0.250269888,-0.49314568,0.611470864,0.49314568,0.007793273
0.014060357,LTF,0.007795527,0.365190046,-3.000868224,0.483570712,0.483570712,0.211580247,-0.972021887,0,0.007795527
0.014174668,AHNAK2,0.007923323,NA,-0.483519441,0.702884416,0.483519441,NA,NA,NA,0.007923323
0.01428898,TAX1BP1,0.664792332,0.008066721,-0.311854078,-0.041469839,0,-0.86568643,0.491519532,0.491519532,0.008066721
0.014403292,ZFYVE27,0.008178914,NA,-0.475807835,0.644890755,0.475807835,NA,NA,NA,0.008178914
0.014517604,SCNM1,0.827731629,0.008203445,0.027541676,-0.178547621,0,-0.859783604,0.490383331,0.490383331,0.008203445
0.014631916,POGLUT3,0.008306709,0.156822532,-0.468118755,0.492122794,0.468118755,-0.096754326,0.062971089,0.062971089,0.008306709
0.014746228,RRBP1,0.923067093,0.00834017,-0.449762004,-0.666430728,0,-0.656444452,0.487912824,0.487912824,0.00834017
0.01486054,PLEK,0.008434505,NA,-1.914661142,0.467610672,0.467610672,NA,NA,NA,0.008434505
0.014974851,ABLIM1,0.276677316,0.008476894,0.452939014,-0.381361861,0,-0.486842496,0.648919477,0.486842496,0.008476894
0.015089163,VSIR,0.0085623,NA,-0.466389046,0.603240547,0.466389046,NA,NA,NA,0.0085623
0.015203475,ZUP1,NA,0.008613618,NA,NA,NA,-1.546249526,0.475765464,0.475765464,0.008613618
0.015317787,VPS72,0.008690096,0.585999453,-0.465687551,0.583325364,0.465687551,0.392745578,-0.205797158,0,0.008690096
0.015432099,CRIPT,NA,0.008750342,NA,NA,NA,-0.820021068,0.475205495,0.475205495,0.008750342
0.015546411,AKAP11,0.008817891,0.011211375,-1.23848988,0.464756112,0.464756112,-0.77240335,0.442509724,0.442509724,0.008817891
0.015660722,CCDC50,0.675654952,0.008887066,0.041982369,-0.166959559,0,-0.562297365,0.474503335,0.474503335,0.008887066
0.015775034,ACVR2A,0.008945687,0.420426579,-0.700650364,0.462969914,0.462969914,-0.321064183,-0.373073582,0,0.008945687
0.015889346,ACACB,0.009073482,NA,-0.451279851,0.525053966,0.451279851,NA,NA,NA,0.009073482
0.016003658,SCARB1,0.726517572,0.009160514,-1.391692097,-0.045547904,0,-1.074794343,0.467154605,0.467154605,0.009160514
0.01611797,SYAP1,0.009201278,0.752529396,-0.576132023,0.450668632,0.450668632,0.040659053,0.334319463,0,0.009201278
0.016232282,CIZ1,0.950670927,0.009297238,-0.724826167,-0.395844939,0,-0.519780804,0.466422812,0.466422812,0.009297238
0.016346594,GOLIM4,0.009329073,0.018594476,-0.565181915,0.449264597,0.449264597,-0.353173287,0.438459767,0.353173287,0.009329073
0.016460905,BAG3,0.190031949,0.009433962,-0.043809393,0.196258881,0.043809393,-0.47754171,0.465864697,0.465864697,0.009433962
0.016575217,NFE2L2,0.009456869,NA,-0.44811651,1.092814232,0.44811651,NA,NA,NA,0.009456869
0.016689529,CTTNBP2NL,0.922172524,0.009570686,-0.232406554,-0.234501193,0,-0.624740376,0.462523247,0.462523247,0.009570686
0.016803841,IL1RAP,0.009584665,NA,-0.447056655,0.4793367,0.447056655,NA,NA,NA,0.009584665
