Golgi AA,Golgi atg7KO AA,ER AA,ER atg7KO AA,Total AA,Total atg7KO AA,Golgi torin,Golgi torin atg7ko,ER torin,ER torin atg7 ko,Total torin,Total torin atg7ko
-0.264739,0.0400044,0.0314512,0.123405,0.0104263,-0.0813937,-0.246221,0.0240852,0.0129504,0.0560647,-0.167881,-0.13009
-0.156591,-0.0109029,-0.0915463,0.0981822,0.0801152,-0.128447,-0.257859,-0.00899844,-0.168437,0.00058547,0.0787506,-0.098797
-0.100424,0.0637145,0.0233239,0.00000239,0.0402883,0.0715321,-0.160363,-0.0539096,-0.135725,-0.144965,0.110391,-0.203411
-0.310233,0.157985,-0.186714,0.175241,-0.0894037,0.119446,-0.143452,0.127227,-0.140703,0.0579891,0.0434644,0.070625
0.0569451,0.187268,0.107286,-0.169819,0.0969719,0.0212903,0.00673276,0.0866585,-0.031537,-0.102341,-0.115232,0.0316741
-0.324351,0.127815,0.115357,0.0806106,-0.0532583,0.00714186,-0.419776,0.159459,0.0988398,0.121913,0.121395,0.19653
-0.436484,-0.0299147,-0.275088,0.0386896,0.17106,0.106388,-0.27572,0.0218304,-0.327778,0.0302904,0.194588,-0.0500006
-0.367686,0.012883,0.0766565,0.0157033,0.0144465,0.0378185,-0.256442,-0.0721206,-0.185965,-0.0378591,-0.0589259,0.279771
,0.0250664,-0.222522,0.00368496,-0.0872513,0.165709,,0.0659227,-0.311492,-0.278332,-0.0679995,0.086984
,-0.0834182,-0.16968,-0.0948686,-0.0504169,0.0286779,,-0.128105,-0.332354,-0.19394,-0.13837,-0.0383697
,0.245268,-0.0598283,-0.256075,-0.0913351,-0.0695348,,0.279372,-0.155673,0.159444,-0.101527,-0.0490473
,0.244787,-0.107147,0.0742123,-0.750137,-0.0486537,,0.23733,-0.0868879,-0.0933214,-0.397349,-0.10517
,,-0.0928845,0.121864,-0.662532,-0.0520844,,,-0.0602623,0.0461402,-0.359895,-0.0770181
,,-0.240723,0.0603933,0.141942,-0.841986,,,-0.235437,-0.0583092,0.265433,-0.50152
,,0.0377886,-0.175293,0.234516,-0.913934,,,0.0465414,-0.140163,0.212004,-0.628074
,,-0.669009,-0.118368,-0.0248767,0.0167619,,,-0.880607,-0.0225062,-0.0505034,0.114284
,,-0.125106,0.134287,-0.384357,0.177489,,,-0.19786,0.168553,-0.4819,0.141522
,,-0.0639868,0.10459,0.10047,0.210859,,,-0.141809,0.00467798,0.0258675,0.0810696
,,-0.179393,0.262228,0.0864395,-0.202314,,,-0.275722,0.0602413,0.128185,-0.227051
,,-0.0682041,0.0332122,-0.140811,0.116918,,,-0.117505,-0.0419339,-0.105847,0.00028752
,,-0.128158,0.060721,0.0113417,0.1195,,,-0.159868,-0.010996,0.0510669,0.185697
,,-0.00508195,0.131922,0.166078,-0.166817,,,-0.0278697,0.0755538,0.0237514,-0.103655
,,-0.0308995,0.0945742,0.0926667,-0.0521852,,,-0.115982,0.0688863,0.107016,-0.0527988
,,-0.184423,0.127183,-0.1816,0.119876,,,-0.335752,0.172513,-0.240538,0.0154588
,,0.165842,0.206925,-0.0304153,-0.0149338,,,0.0455622,0.0972182,-0.111496,0.0514906
,,0.0142499,-0.0492974,0.00164254,-0.294163,,,-0.079878,-0.0615069,-0.0602113,-0.312307
,,-0.126798,0.205062,-0.0957991,-0.0940972,,,-0.175841,0.0998108,-0.0786108,-0.151474
,,-0.0608263,0.109186,-0.0756108,-0.000531049,,,-0.0380722,0.112799,0.118478,-0.0864873
,,-0.064018,0.0652493,-0.00765674,-0.0833931,,,-0.193361,0.0527144,0.0952238,-0.0716231
,,-0.115647,0.199404,-0.134166,-0.112653,,,-0.146903,0.149519,-0.0388557,-0.0301174
,,-0.473386,0.103831,-0.21515,0.066577,,,-0.348598,0.00424081,-0.0790178,0.140581
,,-0.0303893,0.0657135,-0.022382,-0.0584673,,,-0.0469441,0.0427848,0.0603901,-0.0490463
,,-0.128868,-0.310322,0.051217,-0.151209,,,-0.131621,-0.283056,0.070485,0.0181671
,,0.0828425,0.113814,0.100578,-0.244486,,,-0.0719882,0.0974001,0.0607666,-0.124515
,,-0.1179,0.0205495,0.112511,0.112416,,,-0.279356,0.00788956,0.0986873,0.0856024
,,0.406894,0.0724172,0.0986912,0.0908395,,,0.226547,-0.0344595,0.256848,0.0719411
,,-0.041804,0.450094,-0.159095,0.138408,,,-0.0179417,0.329624,-0.136748,0.138021
,,-0.72663,0.12554,0.106287,-0.083834,,,-0.502849,0.11621,-0.0934394,0.0420577
,,0.00171398,-0.487561,0.203894,-0.271071,,,-0.102267,-0.413646,0.388769,-0.186594
,,-0.0572117,-0.0249387,0.116884,0.182734,,,0.0719309,-0.104885,0.237664,-0.0561634
,,-0.0891362,0.0527567,0.0119921,0.136954,,,-0.126599,0.173381,0.00880563,0.219866
,,-0.0157389,-0.0350319,-0.0473352,0.0791557,,,-0.166467,-0.168159,-0.117522,0.108266
,,-0.0601761,0.0827545,0.0373824,0.188888,,,-0.0769737,-0.0918221,0.160662,0.169837
,,-0.0189052,0.062683,0.0857425,0.024871,,,-0.200295,0.0398341,0.179084,-0.0420394
,,-0.00218476,0.061804,-0.21888,0.0820001,,,0.00497706,-0.0680295,-0.337696,0.186475
,,-0.209553,0.020599,0.13051,0.100132,,,-0.335891,0.0931759,-0.0251767,0.201874
,,0.354122,-0.115542,0.00799723,-0.151929,,,-0.224125,-0.304216,-0.0818104,-0.314067
,,-0.0860482,0.129011,-0.0648049,0.111199,,,-0.163852,0.12216,-0.179421,-0.0229886
,,-0.336666,0.11696,-0.0902329,0.0238727,,,-0.388848,0.151885,-0.0550703,-0.0782892
,,-0.0158096,-0.221601,0.142726,0.0521866,,,0.0883862,-0.265604,0.0669637,-0.133488
,,-0.0380417,0.0662765,0.0737204,0.026133,,,-0.00965735,0.192394,-0.0367096,0.0538997
,,-0.128882,0.114657,-0.472776,0.0546498,,,-0.0507599,0.155087,-0.182585,-0.00181993
,,-0.0194772,0.0560649,-0.753703,0.113601,,,-0.115259,0.128397,-0.905124,0.017695
,,-0.0151306,0.0644212,-0.167892,-0.086347,,,-0.077811,0.0966729,-0.000301653,-0.0649348
,,-0.00315854,0.0116089,0.092005,0.0662382,,,-0.00967049,0.00279788,0.110272,-0.0149256
,,0.0400657,0.118536,-0.0359504,-0.171995,,,-0.00749508,0.0804987,0.120991,-0.0653831
,,-0.152386,-0.0190708,0.0200909,0.0535193,,,-0.0255124,0.150832,0.142982,0.0906872
,,0.061506,0.0849924,-0.107077,0.00655427,,,-0.00407675,-0.00122516,-0.351973,0.142858
,,-0.167016,0.0686589,-0.241574,-0.0158226,,,0.0570941,0.174852,-0.00195844,0.0664123
,,-0.169562,0.0815618,0.090034,0.143487,,,-0.0937394,0.130619,0.117503,-0.449109
,,0.0603005,0.197679,0.0186923,0.000816481,,,0.0684755,0.188492,0.0149278,-0.252207
,,-0.153269,0.110286,0.0690304,-0.0857771,,,-0.225221,0.0967254,0.00434387,0.0628301
,,-0.0713794,0.110486,-0.159827,0.0841488,,,-0.166237,0.0329572,-0.196557,0.132258
,,0.0336424,0.104084,-0.479496,0.055809,,,-0.18935,-0.0281459,-0.732371,0.0515274
,,0.0339038,0.106288,0.150789,-0.00943051,,,0.0114232,0.140155,0.276319,-0.0668907
,,-0.693948,-0.448052,0.254717,-0.063138,,,-0.444706,-0.247701,0.573661,-0.0845187
,,-0.268683,-0.127115,0.162578,-0.282966,,,-0.43781,-0.276004,0.102114,-0.521027
,,-0.225723,0.0029096,0.051927,-0.0891425,,,-0.194182,0.000820498,0.175312,0.0564725
,,-0.0427414,0.109003,0.0300721,0.430962,,,-0.123243,0.0385514,0.207516,0.750922
,,0.0851714,-0.0718097,-0.0343162,0.194849,,,0.0875809,0.176747,0.0551045,0.0909471
,,0.0308078,0.31243,0.0431806,-0.0528683,,,-0.0819178,0.211001,-0.00577318,0.0331254
,,0.0702109,0.22007,-0.613968,0.0171843,,,0.0799378,0.187533,0.0171239,0.182762
,,-1.27754,-1.15499,0.139402,0.0117268,,,-0.91508,-0.853017,0.174653,0.00720995
,,-0.210107,-0.0673378,-0.145377,0.0289471,,,-0.220272,-0.0299969,-0.0506647,0.0387661
,,-0.0218713,0.156682,0.087845,0.0188149,,,-0.146462,0.0937175,-0.0814287,0.0641136
,,-0.407904,-0.374166,-0.163407,-0.0982143,,,-0.350566,-0.340982,0.121378,-0.0192302
,,-0.0702932,0.0910789,-0.0679241,0.0813241,,,-0.134565,-0.0495672,-0.110344,0.00550174
,,0.0170048,0.246647,-0.618674,0.246298,,,-0.012075,0.221355,-0.64164,0.475367
,,-0.14095,-0.0403259,-0.0104933,-0.0633,,,-0.149321,0.0718464,-0.00164556,-0.0516149
,,-0.161783,0.14769,-0.122051,-0.489803,,,-0.272337,0.045627,-0.227863,-0.48694
,,-0.0174996,0.10541,-0.0362487,0.0137367,,,-0.0810379,-0.000554364,0.291978,-0.0237584
,,0.0173421,0.115856,0.166651,-0.0434419,,,-0.012345,0.308061,0.11917,-0.135835
,,-0.027776,-0.4924,-0.0723155,0.0464287,,,0.260392,-0.684429,0.0760812,0.106723
,,-0.0868059,0.112309,-0.125182,0.0328854,,,-0.171263,0.0375245,-0.224148,0.204283
,,0.110378,0.168996,-0.192671,0.129371,,,-0.029081,-0.00405968,-0.31386,0.312915
,,0.0601993,0.19209,-0.317681,0.0338427,,,0.102898,0.241607,-0.209187,0.0151003
,,-0.0546664,0.0228098,-0.00564287,-0.0899427,,,0.0700668,0.134137,-0.139929,-0.226584
,,-0.206809,-0.0565464,-0.0704809,0.0374088,,,-0.285532,-0.14344,-0.252782,0.0801754
,,0.0856186,-0.0633017,0.276761,0.271732,,,-0.0949219,-0.133041,0.0220082,0.133406
,,-0.262149,0.0198822,0.0443959,-0.0482952,,,-0.317589,0.0433757,0.0313335,-0.121169
,,-0.312749,-0.197427,0.0728547,0.203221,,,-0.264035,-0.177638,0.0666372,0.110802
,,-0.0310299,0.124655,0.0993685,0.203998,,,-0.204522,-0.0599852,-0.0381763,0.0813504
,,-0.174504,0.0211156,-0.0639196,0.113565,,,-0.159814,0.0509821,-0.19501,0.0372026
,,-0.436964,-0.403105,-0.0466039,0.160076,,,-0.610078,-0.481458,0.173251,0.077634
,,-0.11986,0.0370464,-0.0910531,0.101593,,,-0.0237167,0.0758601,0.597597,0.124494
,,0.134403,0.131324,0.0929731,-0.0535395,,,0.0332198,0.174355,-0.234154,-0.178587
,,-0.0558586,0.203886,-0.164719,0.0541041,,,-0.0825464,0.167471,-0.123029,0.26382
,,-0.272276,0.0955363,-0.164783,-0.0769935,,,0.0620085,0.164596,-0.0102408,0.551568
,,-0.342766,0.0291599,-0.100637,-0.0183752,,,-0.404678,0.233661,-0.353793,-0.123064
,,0.0747673,-0.194276,-0.0612204,-0.213438,,,-0.0540881,-0.291443,0.172299,-0.158455
,,-0.0193427,0.0560421,-0.508859,0.178435,,,-0.0738262,0.0271711,-0.201788,0.165902
,,-0.217373,-0.00706721,-0.0111218,-0.172629,,,-0.121727,-0.0501106,-0.0624201,-0.110805
,,-0.396262,-0.23828,0.0924075,0.0809289,,,-0.789203,-0.0536357,0.0489033,-0.141951
,,-0.0839379,-0.321525,-0.0122976,0.0856709,,,-0.160461,-0.61604,-0.108395,0.16764
,,-0.264988,0.054043,0.120076,-0.125609,,,-0.359062,0.0868069,0.0614886,-0.0441961
,,-0.22538,-0.0635047,0.0610012,-0.0174576,,,-0.333294,-0.139194,0.0590292,-0.0624758
,,-0.0756179,0.0552632,0.039699,0.0932004,,,0.0993056,-0.0205366,-0.0764037,0.00785887
,,0.0962229,-0.0482477,0.0944758,-0.0452006,,,0.0143754,0.123366,0.0365359,-0.120607
,,-0.091666,0.362556,0.0405845,0.0737609,,,-0.100061,0.275515,0.0041782,0.0108885
,,0.0466248,0.0775988,0.00673685,0.0406978,,,0.033896,0.0981813,0.0108471,0.00891765
,,-0.298822,0.153657,0.152197,-0.12398,,,-0.367305,0.107902,0.0545736,-0.166521
,,-0.135199,0.0647466,-0.217475,0.106861,,,-0.167013,-0.0154786,-0.109525,0.0294253
,,-0.139536,-0.154734,-0.0255076,0.115364,,,-0.112783,-0.264206,-0.260824,0.0400302
,,0.0516041,-0.196521,0.0887763,-0.016427,,,0.0453935,-0.337718,0.0274034,0.0170742
,,-0.0594717,-0.204337,-0.105502,0.118503,,,-0.0969415,-0.133865,0.0278831,0.0334187
,,-0.025123,0.164325,-0.0612628,-0.286111,,,-0.293394,0.072602,-0.0462663,-0.128519
,,0.0350597,0.161885,-0.117346,0.0198272,,,0.0404243,0.0178015,0.0991965,-0.163783
,,-0.201705,0.317856,0.0796692,-0.283854,,,-0.196433,0.491867,0.0323057,0.0343682
,,0.00818927,0.0809165,-0.0302659,0.12745,,,-0.116766,0.0550822,0.241478,0.0723303
,,0.0839775,0.125973,0.0183601,-0.102607,,,0.0750436,0.0954268,0.358942,-0.0694732
,,-0.106937,0.00495969,-0.0347066,-0.00613479,,,-0.197786,-0.065689,-0.100045,-0.012526
,,-0.0626158,-0.250237,0.0871105,-0.178574,,,-0.0959191,-0.241171,0.11787,0.00877545
,,-0.140372,0.10392,0.0747937,0.0703377,,,-0.164211,0.016649,0.0660992,0.000371667
,,0.00703319,0.165408,-0.0696376,0.059353,,,0.0622906,0.111963,-0.418152,0.362178
,,0.0144161,-0.0131323,0.0815199,0.00129523,,,0.0931567,-0.112366,0.14174,0.0282341
,,-0.106954,0.086924,-0.0335959,0.12393,,,0.0342939,0.0522511,-0.321064,0.108212
,,-0.352587,0.133871,0.0451709,0.113136,,,-0.339821,0.0981403,0.155452,0.0195026
,,0.111801,0.129478,-0.0995035,0.00701573,,,-0.120143,0.212749,0.0256548,-0.101706
,,-0.750574,0.0693063,0.113992,0.133871,,,-0.539969,0.113289,0.153056,0.183243
,,-0.137585,0.0583524,0.0772199,-0.0188237,,,-0.198043,0.0909668,0.19572,-0.241549
,,-0.126866,-0.402852,0.017125,0.108419,,,-0.103649,-0.268414,0.13851,0.195043
,,-0.150951,0.292453,0.155619,0.0549688,,,-0.132431,-0.0567449,0.068526,0.000721289
,,-0.114087,-0.587985,0.0538346,0.192051,,,-0.174638,-0.353417,0.124006,0.397397
,,0.0453245,0.106529,0.0968866,0.006441,,,-0.121305,0.0584619,0.185598,0.0965646
,,-0.23388,0.0482589,-0.0263934,0.0933456,,,-0.224326,0.00751413,0.0184486,0.111732
,,-0.59168,0.0833089,0.0664681,0.165791,,,-0.591878,0.0515275,0.201401,0.205894
,,0.00968395,0.0188064,0.568444,-0.108581,,,-0.169156,0.111868,0.3119,-0.029886
,,0.0935977,-0.116617,0.108592,0.049336,,,0.0251639,-0.0694338,0.275921,-0.00176525
,,-0.0513231,0.162105,-0.129317,0.0509152,,,-0.0453948,-0.0191523,-0.0767489,0.0472608
,,-0.0524127,0.0471646,-0.019479,0.0552382,,,-0.0552658,0.0206873,-0.0616721,0.183303
,,-0.0660569,-0.00220758,0.09966,-0.0465071,,,-0.0759207,-0.087803,0.0511637,-0.0301498
,,-0.0255985,-0.512676,-0.0257897,0.36897,,,-0.160367,-0.462561,-0.00643386,0.117956
,,0.0984514,0.133847,0.220008,0.0233349,,,0.198929,0.0399208,0.121047,0.223485
,,0.236204,0.187426,-0.471155,-0.127664,,,0.222706,0.101078,-0.341102,-0.10911
,,0.0317,0.177458,0.187453,-0.0427062,,,0.0774156,0.144028,0.0982797,-0.0658707
,,0.0791504,-0.0100983,0.115771,0.0854909,,,0.0224167,-0.059632,0.24873,0.0707952
,,0.245701,0.081295,-0.0805706,0.0163251,,,0.115844,0.0590103,-0.147471,0.083435
,,0.0368271,-0.0143863,-0.185947,0.162206,,,0.240473,-0.236914,-0.0557463,0.182248
,,-0.554279,0.243656,0.243871,-0.536504,,,-0.685874,0.279471,0.239742,-0.394684
,,-0.710472,0.236688,-0.127502,0.132895,,,-0.723015,0.188391,-0.153899,0.143552
,,0.136488,0.0817891,-0.0516454,0.0183949,,,0.109775,0.171584,0.0374944,0.166986
,,0.0656212,0.120063,-0.0795567,-0.0722267,,,-0.0740218,0.116403,-0.0580945,-0.0828608
,,0.163789,0.424523,-0.115038,-0.214865,,,0.040927,0.293766,-0.21806,-0.0792627
,,-0.0292802,0.0876089,0.333798,0.150814,,,-0.0626452,0.303159,0.257414,0.150283
,,0.143673,-0.405677,0.0677358,0.150614,,,0.0486991,-0.56956,-0.414744,0.0823696
,,-0.179928,-1.02121,-0.0357759,-0.0142804,,,-0.299212,-0.958585,-0.339764,0.0106011
,,-0.000692235,0.218059,-0.101893,-0.0370726,,,0.0432321,0.103624,-0.203854,0.00841879
,,-0.0181613,0.170749,0.0767192,0.270591,,,-0.0193331,0.127599,0.0396282,0.0953388
,,-0.0399106,0.0655865,-0.236165,0.227015,,,0.0779995,0.00438514,-0.186821,-0.048686
,,-0.764842,0.0685936,0.0271603,0.152674,,,-0.811508,0.0851066,-0.0428558,0.0967646
,,-0.0215713,0.278291,-0.0655835,0.115812,,,-0.124362,0.201849,-0.185153,-0.0325973
,,-0.00487238,-0.0211128,-0.494867,0.00425603,,,-0.114611,0.0122427,-0.717002,0.0457783
,,-0.140104,0.125071,-0.493005,0.013662,,,-0.11105,0.17864,-0.828747,0.129824
,,-0.0755505,0.0393083,-0.161466,0.0423841,,,-0.150432,0.190466,-0.437703,0.0651682
,,-0.161214,0.0123615,-0.42764,0.0884955,,,0.0323463,0.197556,-0.393255,0.0653834
,,0.184119,-0.491188,-0.144439,-0.102953,,,0.339064,-0.661413,-0.199242,-0.141505
,,-0.208546,0.018645,-0.113017,0.00999013,,,-0.1822,-0.0543844,-0.0712288,-0.0516963
,,-0.109748,0.100211,-0.154426,-0.0923599,,,-0.228404,-0.0112722,-0.302383,-0.385804
,,0.0462889,-0.04963,-0.0952099,0.0727665,,,0.0172458,-0.0692379,-0.256954,-0.152268
,,-0.066381,-0.034931,0.0753877,0.0584065,,,-0.131412,-0.0621224,0.0315545,0.0633033
,,0.0520758,0.0126189,0.0518789,0.165574,,,0.0386366,0.127091,-0.0438459,0.222729
,,-0.739471,0.299934,0.0708895,0.038854,,,-0.825791,0.36585,-0.132391,0.205998
,,-0.0869477,-0.165296,0.081305,-0.12978,,,-0.197453,0.0592209,0.0544307,0.209831
,,-0.243921,-0.0728078,-0.0697627,0.186247,,,-0.351307,-0.204586,-0.210443,0.0647078
,,0.049653,0.135989,0.0257888,0.0792356,,,0.0477008,0.064061,-0.123784,0.0250468
,,-0.0600535,0.0295812,0.0402473,0.208311,,,-0.134193,0.0296387,-0.0581592,0.12235
,,0.0568962,0.207823,-0.200594,0.171721,,,-0.059053,0.184268,-0.247815,0.131231
,,-0.100081,0.160079,0.052224,0.10464,,,-0.183721,0.203141,0.0115943,-0.0543302
,,0.2184,-0.259531,-0.0483869,0.362358,,,0.0620218,-0.320891,0.338573,0.120293
,,-0.202298,0.0205022,-0.0128269,0.121845,,,-0.115722,0.0157268,-0.0621593,0.0457637
,,0.0972679,0.312604,-0.0365174,0.0945857,,,0.140743,-0.0273445,-0.332648,0.0583345
,,-0.0259951,0.137141,-0.0379553,0.214752,,,-0.172389,0.10218,-0.153111,0.142084
,,0.193361,0.111662,-0.198386,-0.181614,,,0.166584,0.0595499,-0.288536,-0.0900945
,,-0.00566234,0.0366762,-0.0832451,0.147413,,,-0.122672,-0.0383352,-0.183188,0.0777542
,,0.141366,-0.0900544,-0.0515931,0.0930415,,,0.0107992,-0.0235762,-0.0151052,0.300584
,,-0.10191,0.0591925,0.00914173,0.189965,,,-0.0990712,-0.00177498,-0.0961119,0.187805
,,-0.16809,0.168029,-0.236363,-0.130022,,,-0.174635,0.0862722,-0.115486,-0.457907
,,-0.000252858,-0.17305,-0.0708828,0.0501013,,,-0.0151992,-0.0937682,-0.0657548,-0.0204351
,,0.0738588,0.190899,-0.0871427,-0.148391,,,0.025932,0.316257,0.0328669,-0.179995
,,-0.114153,0.0467966,0.0112379,0.139043,,,-0.0653569,-0.00817937,0.146283,0.0796945
,,0.0195255,0.102339,0.0301411,0.0725361,,,0.0164294,0.0951907,-0.0217649,0.208969
,,-0.17878,0.143978,-0.0465895,0.145274,,,-0.11583,0.096701,-0.131545,0.085538
,,-0.0345278,0.21336,-0.277805,-0.177312,,,-0.114445,0.15812,-0.285222,-0.0780198
,,-0.0552716,-0.000148952,0.0353324,0.0742518,,,-0.205214,-0.00151162,-0.109199,0.182889
,,0.0982753,-0.0220345,0.0772013,0.028528,,,-0.00591399,-0.00639012,0.0117766,0.182347
