Golgi AA,Golgi atg7KO AA,ER AA,ER atg7KO AA,Total AA,Total atg7KO AA,Golgi torin,Golgi torin atg7ko,ER torin,ER torin atg7 ko,Total torin,Total torin atg7ko
,,,,-0.229987,0.0120607,,,,,-0.160053,-0.000153813
,,,,0.0641769,0.0550248,,,,,0.0975466,0.165824
,,,,0.0723868,-0.129548,,,,,0.335934,0.405631
,,,,-0.048743,0.108085,,,,,-0.0789805,0.064808
,,,,0.122448,0.100375,,,,,0.0796158,-0.000920568
,,,,0.016584,-0.378538,,,,,-0.00474973,-0.545602
,,,,-0.206075,0.00440276,,,,,-0.280687,0.0187012
,,,,-0.0668448,0.0730201,,,,,-0.123942,0.214337
,,,,-0.441276,-0.0126639,,,,,-0.432058,0.166245
,,,,-0.13595,-0.0117913,,,,,-0.109734,0.0701832
,,,,-0.331645,-0.101316,,,,,0.495179,-0.11875
,,,,0.0865906,-0.148051,,,,,0.465518,-0.00584366
,,,,0.296482,-0.306444,,,,,0.270803,-0.0191001
,,,,0.027948,-0.0371099,,,,,0.158244,0.0293905
,,,,0.0848509,0.117961,,,,,0.398877,0.000300731
,,,,-0.811154,-0.038519,,,,,-0.786984,-0.0764775
,,,,0.022797,-0.110073,,,,,-0.394706,-0.0309002
,,,,0.167388,-0.136607,,,,,0.11003,-0.213223
,,,,-0.0145549,-0.139739,,,,,0.245377,0.0373564
,,,,0.199648,0.198101,,,,,-0.0508783,0.181409
,,,,0.0935504,-0.197274,,,,,0.00292419,-0.0267642
,,,,0.0721475,-0.0851557,,,,,0.115059,-0.201813
,,,,0.365242,-0.0275602,,,,,0.570984,-0.0655603
,,,,0.115196,0.167816,,,,,0.421437,0.312601
,,,,-0.0970951,0.0712016,,,,,0.0995424,0.120558
,,,,-0.0785788,0.156312,,,,,0.0477844,0.295986
,,,,-0.099245,0.147508,,,,,0.104026,0.299756
,,,,-0.0919457,0.0725678,,,,,0.0152559,0.395209
,,,,0.203351,0.0967646,,,,,0.0830444,0.034425
,,,,-0.0703798,-0.0226894,,,,,-0.151815,0.17633
,,,,-0.305884,0.0922709,,,,,0.126336,-0.0177471
,,,,0.246347,0.0759903,,,,,0.14567,-0.00889061
,,,,0.0810015,-0.296335,,,,,0.11517,-0.442102
,,,,0.0253104,-0.549088,,,,,0.000145675,-0.373408
,,,,0.156068,0.22144,,,,,0.102227,-0.0073734
,,,,-0.421497,0.0272497,,,,,-0.111469,-0.0228833
,,,,0.573985,0.0692953,,,,,0.205099,-0.147307
,,,,0.0310144,-0.260132,,,,,-0.0320876,-0.262082
,,,,-0.248197,0.148233,,,,,-0.295016,0.0587985
,,,,-0.168134,0.161303,,,,,-0.379004,0.222099
,,,,-0.0901678,0.151771,,,,,0.128257,0.036037
,,,,-0.365967,0.0327104,,,,,-0.406262,0.097518
,,,,0.0321239,0.0750549,,,,,-0.10027,-0.0303452
,,,,0.196958,0.240425,,,,,-0.102916,0.397883
,,,,-0.418478,0.0732069,,,,,-0.322867,0.379933
,,,,-1.09684,0.0620898,,,,,-0.316965,0.0941081
,,,,-0.275013,0.167323,,,,,0.0073248,0.254219
,,,,-0.186143,0.0503338,,,,,-0.248874,0.0512546
,,,,0.238637,0.0401001,,,,,0.170892,0.224676
,,,,-0.256504,0.0787931,,,,,0.310003,0.102672
,,,,0.175688,0.180055,,,,,0.0724555,0.17102
,,,,0.0132632,0.065102,,,,,0.115331,-0.0460624
,,,,0.0368981,-1.56073,,,,,-0.0713854,-1.83586
,,,,0.114877,0.112049,,,,,-0.00470539,0.0685537
,,,,-0.0968354,-0.16843,,,,,0.0890729,-0.134689
,,,,-0.161612,0.093116,,,,,0.110619,0.0221228
,,,,-1.33329,0.0635711,,,,,-1.31054,0.260466
,,,,-0.200225,-0.0366203,,,,,-0.0184646,-0.0356466
,,,,0.21911,0.0413811,,,,,0.0685496,-0.0114865
,,,,-0.0339716,0.0108219,,,,,-0.138884,0.00238492
,,,,0.0584006,-0.237818,,,,,0.24325,-0.355693
,,,,0.02236,-0.203915,,,,,-0.02907,-0.324379
,,,,0.0815196,-0.590673,,,,,0.151077,-0.531314
,,,,0.0187151,-0.0778126,,,,,0.00761987,-0.121983
,,,,-0.346586,0.0845008,,,,,0.212706,0.538413
,,,,0.0129619,0.227141,,,,,-0.0591873,0.191985
,,,,0.0624312,0.0354797,,,,,-0.0301559,0.128262
,,,,-0.123115,0.0164914,,,,,-0.13872,0.324481
,,,,-0.382131,-0.537329,,,,,-0.492812,-0.540598
,,,,0.133319,-0.418718,,,,,0.03443,-0.528019
,,,,0.0468112,0.0601099,,,,,-0.0807773,0.245792
,,,,0.015432,0.215704,,,,,0.0272577,0.229159
,,,,0.0833535,-0.0282619,,,,,0.0462878,0.136956
,,,,0.183673,0.0967485,,,,,0.258489,-0.0915133
,,,,0.06588,0.110437,,,,,-0.0971343,0.0699066
,,,,-0.0300744,0.158192,,,,,0.0542595,0.104626
,,,,-0.508327,0.237859,,,,,-0.624637,0.597673
,,,,-0.0233799,0.116043,,,,,-0.0247236,0.3009
,,,,-0.0547052,-0.331842,,,,,-0.123693,0.142196
,,,,0.208655,-0.0894024,,,,,0.153288,-0.0478819
,,,,-0.137157,-0.0777374,,,,,-0.136923,0.0590603
,,,,0.05872,-0.0517221,,,,,-0.0795196,0.00667833
,,,,0.274296,0.185302,,,,,-0.103345,0.115992
,,,,0.0346147,-0.0455686,,,,,0.0631905,-0.0983881
,,,,-0.579319,0.225306,,,,,-0.527188,0.14838
,,,,-0.985912,0.00338517,,,,,-0.384633,0.0257601
,,,,0.199925,0.056997,,,,,0.304443,0.0966293
,,,,0.274477,0.16206,,,,,0.2412,0.148822
,,,,0.0958665,-0.232919,,,,,0.153113,-0.0111069
,,,,-0.171435,-0.279158,,,,,0.207087,-0.0855666
,,,,-0.175649,0.0730283,,,,,-0.331536,-0.0811187
,,,,-0.15268,0.0493067,,,,,0.0617719,-0.0233057
,,,,0.0651718,-0.259504,,,,,0.0905157,-0.273555
,,,,0.0662447,-0.286194,,,,,0.00975387,-0.0448641
,,,,0.223952,-0.279114,,,,,0.113611,-0.314292
,,,,-0.358478,0.0383593,,,,,-0.181588,-0.21427
,,,,0.101089,0.164986,,,,,0.057347,-0.164002
,,,,0.0778557,-0.26121,,,,,0.0257302,0.31116
,,,,0.187046,-0.190888,,,,,0.170754,-0.194528
,,,,0.0890132,-0.0732892,,,,,0.0326309,0.0082765
,,,,0.3522,-0.240551,,,,,0.278145,-0.18014
,,,,0.158057,-0.100362,,,,,0.154839,-0.0751316
,,,,0.319481,0.148152,,,,,0.570221,0.114713
,,,,-0.034943,-0.115741,,,,,0.12707,-0.0332442
,,,,0.274494,-0.0347322,,,,,0.10024,-0.0696936
,,,,0.0754871,0.157425,,,,,0.0193207,0.0977221
,,,,0.0147978,0.168483,,,,,0.12399,0.112689
,,,,0.249381,-0.0612426,,,,,0.061119,0.160383
,,,,-0.0635228,-1.32001,,,,,-0.157755,-1.47615
,,,,0.250071,-0.127584,,,,,-0.0612382,0.0452073
,,,,-0.0158798,0.15834,,,,,0.148044,0.0253465
,,,,-0.350436,-0.0231505,,,,,-0.145983,-0.0741085
,,,,-0.186762,0.0170726,,,,,-0.0295894,0.195022
,,,,0.00532113,0.0475247,,,,,0.132006,0.0978663
,,,,-0.581045,-0.289564,,,,,-0.56325,-0.38914
,,,,-0.0497176,-0.0265852,,,,,0.0530381,-0.0230142
,,,,-0.683121,-0.13569,,,,,-0.480214,0.234395
,,,,-0.328086,0.0642669,,,,,-0.0799975,-0.223771
,,,,0.228353,0.0529656,,,,,0.210521,-0.0476615
,,,,-0.512557,-0.0247003,,,,,-0.205152,0.0176208
,,,,0.14175,-0.0294428,,,,,0.0345755,-0.0683224
,,,,-0.373105,0.11754,,,,,-0.187571,0.0614011
,,,,-0.529437,0.0510226,,,,,-0.725802,-0.0237154
,,,,0.0149197,-0.0148798,,,,,0.305714,0.00853279
,,,,-0.44397,-0.00584061,,,,,-0.517843,-0.196686
,,,,-0.358335,0.0630265,,,,,-0.518572,0.0499455
,,,,-0.0536652,0.0525386,,,,,-0.183576,0.197818
,,,,-0.130135,0.162507,,,,,-0.202442,-0.0548777
,,,,-0.471076,0.0657673,,,,,-0.850488,0.0438451
,,,,-0.24725,-0.23551,,,,,-0.477736,-0.219359
,,,,0.112281,0.0147144,,,,,0.100752,0.0349474
,,,,-0.209806,0.0429467,,,,,-0.216773,-0.0700556
,,,,-0.415783,0.0803701,,,,,0.155571,0.0218344
,,,,-0.0268278,-0.176808,,,,,-0.0847058,-0.16091
,,,,-0.0454041,0.263567,,,,,-0.0773091,0.282009
,,,,-0.11974,0.161718,,,,,-0.11603,-0.101322
,,,,-0.0233541,0.234045,,,,,-0.0143456,-0.104106
,,,,-0.122309,0.00513616,,,,,-0.0587677,0.0260381
,,,,-0.0821071,-1.22922,,,,,-0.176712,-0.915725
,,,,-0.491114,-0.962026,,,,,-0.753057,-0.380995
,,,,0.120061,0.146339,,,,,0.407169,0.254992
,,,,-0.0271006,0.157672,,,,,0.138793,0.13198
,,,,0.130534,0.0393919,,,,,0.239141,0.0710942
,,,,0.0214537,-0.0470898,,,,,0.0904987,0.611606
,,,,-0.132638,-0.068762,,,,,-0.25399,-0.201568
,,,,-0.194386,-0.176776,,,,,-0.346929,0.117199
,,,,-0.411431,0.0531792,,,,,-0.404029,0.125812
,,,,-0.361739,-0.0156837,,,,,-0.126501,-0.153161
,,,,-0.245972,0.227462,,,,,0.147421,0.162355
,,,,-0.374284,-0.443768,,,,,-0.425124,-0.0952731
,,,,-0.142787,0.0237926,,,,,0.0322523,-0.0305659
,,,,-0.134027,0.018211,,,,,-0.293667,0.0525644
,,,,0.142702,0.220586,,,,,0.0311107,0.225628
,,,,-0.352634,0.0370584,,,,,-0.121807,0.00533408
,,,,0.093903,0.266066,,,,,0.0410436,0.271437
,,,,-0.388425,0.124228,,,,,-0.222263,0.10836
,,,,-0.486935,0.269964,,,,,-0.264878,0.392754
,,,,0.0148023,0.0418845,,,,,-0.00229331,0.204825
,,,,-0.0147776,0.191022,,,,,-0.156726,0.0672152
,,,,0.20389,0.143584,,,,,0.133993,0.0526162
,,,,-0.191959,0.0443267,,,,,-0.264145,0.0808389
,,,,-0.748636,0.224653,,,,,-0.766716,0.104654
,,,,0.148744,-0.0821539,,,,,0.00749683,-0.0631871
,,,,-0.242242,0.120388,,,,,0.23787,-0.134963
,,,,0.101156,-0.0820816,,,,,-0.0846975,-0.0427185
,,,,-0.0370154,-0.401427,,,,,-0.126035,-0.168731
,,,,-0.401458,-0.00854993,,,,,-0.10199,0.0648024
,,,,-0.0772696,0.0166704,,,,,-0.0623179,0.19141
,,,,-0.366208,-0.192379,,,,,-0.488546,-0.16849
,,,,0.253971,-1.22416,,,,,0.108505,-1.29546
,,,,0.264336,-0.00741902,,,,,0.116276,0.0455923
,,,,0.248436,-0.503929,,,,,0.148652,-0.454285
,,,,-0.123362,-0.559183,,,,,0.0162517,-0.062203
,,,,0.201609,0.331977,,,,,0.255748,0.237768
,,,,0.087418,-0.480917,,,,,0.134153,-0.173854
,,,,0.127739,-0.453976,,,,,0.124063,-0.206077
,,,,0.145363,0.107759,,,,,0.283182,0.00375729
,,,,0.274865,-0.43725,,,,,0.274577,-0.347801
,,,,0.110316,-0.787773,,,,,0.0754236,-1.15745
,,,,0.232526,-0.137179,,,,,0.109816,0.230355
,,,,0.0923303,-0.642062,,,,,0.0921191,-0.661143
,,,,0.184888,-0.405441,,,,,0.560203,-0.566554
,,,,-0.0532016,-0.046664,,,,,-0.0517904,-0.174456
,,,,0.118198,-0.0265492,,,,,-0.0572003,-0.112054
,,,,-0.0069877,-0.503399,,,,,0.114944,-0.810153
,,,,0.0559566,-0.118821,,,,,0.00677884,-0.474759
,,,,0.043153,-0.115952,,,,,-0.0435714,-0.0314802
,,,,0.168303,0.0934603,,,,,-0.0112882,0.185829
,,,,0.0909663,-0.159759,,,,,-0.037781,-0.203773
,,,,-0.0210945,-0.379103,,,,,-0.0656421,0.150963
,,,,-0.00543292,-0.0336036,,,,,-0.0662998,-0.0543325
,,,,0.10252,0.0541696,,,,,0.00176913,0.0999827
,,,,0.0365595,-0.156138,,,,,0.0385564,-0.266292
,,,,-0.324515,-0.0837241,,,,,-0.292566,-0.0708491
,,,,-0.430213,-0.0600826,,,,,-0.114961,-0.0348395
,,,,-0.114919,-0.151454,,,,,0.117307,-0.0280011
,,,,0.252363,-0.0836854,,,,,0.171511,-0.159313
,,,,-0.548336,-0.445703,,,,,-0.278448,-0.644953
,,,,-0.449751,0.12231,,,,,-0.186042,0.301083
,,,,-0.428557,0.136852,,,,,-0.42618,0.143543
,,,,0.0256808,0.0711274,,,,,0.146448,0.175035
,,,,0.314211,0.545133,,,,,0.226511,0.567288
,,,,-0.130647,-0.0148477,,,,,-0.0447207,-0.0265098
,,,,0.198056,-0.14105,,,,,0.131588,-0.264077
,,,,0.0949696,-0.142182,,,,,0.110904,-0.267121
,,,,0.195859,-0.0568189,,,,,0.246723,0.0242309
,,,,-0.75748,-0.322557,,,,,-0.323037,-0.135307
,,,,0.243321,-0.0854346,,,,,-0.010694,0.159422
,,,,0.0426683,-0.000158217,,,,,0.256908,-0.0425079
,,,,-0.0147351,-0.0645942,,,,,0.174105,0.398205
,,,,0.166761,-0.0390669,,,,,0.0965798,0.181604
,,,,0.307924,-0.0511041,,,,,-0.0342858,-0.29654
,,,,0.851948,-0.523733,,,,,0.105207,-0.173401
,,,,0.166803,0.0950131,,,,,0.13116,0.131575
,,,,-0.933662,0.464129,,,,,-0.1959,0.298449
,,,,0.0764502,-0.479107,,,,,-0.0409231,-0.294123
,,,,-0.00842015,-0.0758219,,,,,0.0231903,-0.243086
,,,,-0.0118984,-0.513247,,,,,-0.323762,-0.259483
,,,,-0.065749,-0.486323,,,,,-0.0356514,-0.215222
,,,,-0.24713,0.151741,,,,,0.0688444,0.122926
,,,,0.0967799,0.102784,,,,,-0.00388341,0.147918
,,,,0.176283,-0.0561435,,,,,0.237585,-0.214858
,,,,0.0762524,-0.758908,,,,,0.0909206,-0.773708
,,,,-0.504086,0.0283841,,,,,-0.0327648,-0.0825715
,,,,0.200365,-0.121027,,,,,0.142457,0.314838
,,,,-0.134255,-0.0235693,,,,,0.0117272,-0.0758319
,,,,-0.016016,-0.374734,,,,,-0.140075,-0.161787
,,,,-0.20248,-0.0225535,,,,,0.153293,-0.0410445
,,,,-0.0741906,-0.292629,,,,,-0.197864,-0.446472
,,,,-0.223378,0.0830052,,,,,-0.261409,0.0410719
,,,,0.0106381,0.0260009,,,,,-0.086671,0.0580688
,,,,-0.0605596,0.196214,,,,,-0.140673,0.101724
,,,,-0.183218,0.116931,,,,,0.0221884,0.0430931
,,,,-0.111518,0.205688,,,,,-0.054701,0.229495
,,,,0.0390327,0.116647,,,,,0.102797,0.107474
,,,,0.0943932,-0.0499617,,,,,0.0791925,0.0335676
,,,,-0.326002,0.226109,,,,,-0.0426604,0.242662
,,,,-0.0154111,0.0861169,,,,,-0.0599816,0.0874986
,,,,-0.0712477,0.125209,,,,,-0.18795,0.191736
,,,,-0.117242,0.180982,,,,,-0.0215303,0.2258
,,,,0.41403,0.244427,,,,,0.259385,0.232921
,,,,-0.0721588,0.134461,,,,,0.0320871,0.0666546
,,,,0.0511876,0.174819,,,,,0.00404161,0.00352243
,,,,-0.348236,0.0924851,,,,,0.0664499,0.0907401
,,,,0.125979,0.0970334,,,,,0.142811,0.0943764
,,,,-0.0316682,0.114433,,,,,-0.259302,0.574363
,,,,0.0645261,-0.0846058,,,,,-0.0136596,-0.083864
,,,,-0.0333812,0.174983,,,,,0.209798,0.0484043
,,,,-0.0292413,-0.0652943,,,,,-0.235214,-0.093569
,,,,-0.139774,0.0349576,,,,,-0.0962124,0.00936746
,,,,0.20385,0.0877519,,,,,0.146546,-0.0581748
,,,,-0.326153,-0.11306,,,,,-0.365577,0.0834949
,,,,0.106644,0.0279562,,,,,0.0156581,0.0474582
,,,,0.0585683,-0.0878783,,,,,-0.110427,-0.0740832
,,,,-0.435034,0.116864,,,,,-0.048825,0.0595587
,,,,-0.718721,0.0830306,,,,,-0.271363,0.0100334
,,,,-0.280379,-0.214436,,,,,-0.0542495,-0.172939
,,,,-0.276636,-0.0586622,,,,,-0.00498737,0.14144
,,,,0.0301764,0.359617,,,,,-0.00780392,0.254945
,,,,-0.0487018,0.00618393,,,,,-0.0576584,0.155125
,,,,-0.0378097,-0.559619,,,,,-0.0534713,-0.119026
,,,,-0.110243,-0.0914753,,,,,-0.1074,-0.00945357
,,,,0.155953,-0.331648,,,,,-0.0053245,-0.330515
,,,,0.0312815,0.146536,,,,,0.0674507,0.219648
,,,,-0.165744,0.192385,,,,,-0.260861,0.188687
,,,,0.0121654,-0.751379,,,,,0.250378,-0.543101
,,,,-0.148446,-0.104633,,,,,0.0983106,-0.0535725
,,,,-0.0475215,0.136732,,,,,-0.109081,0.0582996
,,,,-0.345431,0.20412,,,,,-0.282899,0.206046
,,,,-0.119602,0.0668768,,,,,-0.107109,0.0428544
,,,,-0.29042,-0.0616829,,,,,-0.448031,-0.0246354
,,,,-0.303207,-0.325884,,,,,-0.167794,0.378689
,,,,0.111083,0.0621769,,,,,0.435576,-0.155705
,,,,0.0205148,0.491372,,,,,0.206674,-0.0162401
,,,,0.117515,-0.127992,,,,,0.0565773,0.043349
,,,,-0.0357169,0.142707,,,,,-0.173346,0.271428
,,,,0.18017,0.66232,,,,,0.137275,0.105069
,,,,0.151685,0.622105,,,,,0.0994214,0.753348
,,,,0.0376006,-0.0783643,,,,,-0.203165,0.159219
,,,,0.0755256,0.000859652,,,,,0.0269953,-0.089213
,,,,0.269057,0.0403095,,,,,0.28302,-0.130793
,,,,0.0294041,0.013298,,,,,0.167113,0.0439819
,,,,-0.292818,-0.21053,,,,,-0.196191,0.020965
,,,,-0.727487,0.0425479,,,,,-0.618794,0.0354258
,,,,0.000420563,0.0548761,,,,,0.0641308,0.0744569
,,,,0.121339,0.0717303,,,,,0.119739,0.0484185
,,,,0.0149886,0.141464,,,,,0.121742,0.0780664
,,,,-0.0579924,-0.122863,,,,,-0.101532,0.0383119
,,,,0.0676259,0.10416,,,,,0.0695873,-0.108481
,,,,0.024198,-0.0200271,,,,,0.15563,-0.0485177
,,,,-0.341659,0.0959704,,,,,-0.326898,0.0654374
,,,,-0.126288,0.0618266,,,,,-0.223814,0.0576136
,,,,-0.159878,0.0603204,,,,,-0.147287,-0.0326847
,,,,-0.33001,-0.207263,,,,,-0.0841986,0.0887517
,,,,-0.273293,-0.183686,,,,,-0.0186567,-0.0633803
,,,,0.0920475,0.0524442,,,,,0.0304242,0.119646
,,,,-0.0298807,0.0770883,,,,,-0.0831007,0.0926419
,,,,0.0538998,-0.298003,,,,,0.000541082,-0.136514
,,,,0.118756,0.049716,,,,,0.0212171,-0.000666816
,,,,0.0980111,0.00837566,,,,,-0.0201752,-0.083743
,,,,0.14888,-0.48852,,,,,0.00552305,-0.343709
,,,,-0.0163474,0.11128,,,,,-0.0756581,-0.00287514
,,,,-0.0469445,0.0302417,,,,,0.0054881,0.116798
,,,,0.0671556,-0.109559,,,,,-0.0272604,-0.0606554
,,,,-0.0177145,-0.31559,,,,,0.180942,-0.0518608
,,,,0.180743,0.108567,,,,,0.225992,0.11674
,,,,0.0556438,0.161092,,,,,0.0293983,-0.0225422
,,,,-0.0462815,0.0708163,,,,,0.0832401,0.00238567
,,,,0.0476786,-0.00541932,,,,,0.0254717,0.109141
,,,,0.280943,-0.0159867,,,,,-0.0414026,-0.3326
,,,,0.122896,-0.0625166,,,,,0.120887,-0.0502147
,,,,-0.356378,-0.0156562,,,,,-0.384457,-0.00255421
,,,,0.105414,-0.424371,,,,,0.246042,-0.332089
,,,,-0.12696,0.205976,,,,,0.109068,0.0549078
,,,,0.054433,-0.557496,,,,,0.215612,-0.169397
,,,,-0.00830355,-0.23381,,,,,0.249766,-0.0104517
,,,,-0.0323877,0.0627262,,,,,0.512895,0.0773638
,,,,-0.330279,-0.116047,,,,,-0.739009,-0.225054
,,,,-0.801402,0.100262,,,,,-0.482888,-0.118437
,,,,0.127373,-0.078098,,,,,0.080721,0.282569
,,,,0.0422623,0.0318968,,,,,0.0298573,-0.00234709
,,,,0.108307,-0.0985188,,,,,0.0151258,-0.037479
,,,,-0.0960275,-0.227607,,,,,-0.134108,-0.0783747
,,,,-0.697425,0.137124,,,,,-0.346599,0.0150058
,,,,-0.0928283,0.0166213,,,,,-0.572504,0.0514921
,,,,0.214454,-0.0733524,,,,,0.300604,-0.149875
,,,,-0.0310956,0.0732802,,,,,0.126144,0.277182
,,,,0.0388782,-0.0827241,,,,,0.0244239,0.133212
,,,,0.097606,-0.0530532,,,,,0.0300769,-0.14828
,,,,-0.301052,-0.169067,,,,,-0.323821,-0.250875
,,,,-0.703198,-0.0885155,,,,,-0.1559,-0.0688834
,,,,-0.442997,-0.167795,,,,,-0.42272,-0.394574
,,,,-0.187711,-0.273439,,,,,-0.249543,-0.176323
,,,,0.00815347,-0.947692,,,,,0.0933876,-0.502036
,,,,0.0352895,0.0756418,,,,,0.0767129,0.501425
,,,,0.0251434,0.0255808,,,,,-0.0556832,0.360617
,,,,-0.141683,0.130966,,,,,-0.122597,0.120311
,,,,-0.0606347,0.0517669,,,,,-0.244349,-0.0235071
,,,,-0.236869,0.0718685,,,,,-0.20726,0.019839
,,,,0.00376443,0.00108413,,,,,-0.0375346,-0.00304314
,,,,0.136842,-0.00606362,,,,,0.00739363,-0.358784
,,,,-0.0260268,0.0751639,,,,,-0.0576022,0.0703948
,,,,0.0998751,0.11803,,,,,0.0684334,0.0883407
,,,,0.299528,0.0293721,,,,,0.0421153,0.239011
,,,,0.0900743,-0.263682,,,,,-0.0642759,-0.285631
,,,,-0.154042,-0.0228083,,,,,0.186758,-0.0350742
,,,,-0.0893284,-0.660238,,,,,-0.0747768,-0.500675
,,,,-0.021732,-0.13526,,,,,-0.109264,0.00373609
,,,,-0.423008,0.146508,,,,,-0.120924,0.0545271
,,,,-0.514029,-0.0772568,,,,,-0.350891,0.00380887
,,,,0.227737,0.0904021,,,,,0.0355563,0.101972
,,,,-0.107299,-0.169825,,,,,0.0947632,-0.263542
,,,,0.057638,0.0966429,,,,,-0.0871599,0.222705
,,,,-0.355961,-0.435564,,,,,-0.332259,-0.187652
,,,,-0.145715,-0.429442,,,,,-0.0915855,-0.574886
,,,,0.0897084,-0.142039,,,,,0.00124315,-0.0881594
,,,,-0.0832748,-0.355099,,,,,0.0263153,-0.374304
,,,,-0.179469,-0.197979,,,,,-0.390723,-0.133618
,,,,0.0291677,-0.17016,,,,,0.129733,-0.0162674
,,,,0.248237,0.018242,,,,,-0.0186632,0.00329712
,,,,0.13415,-0.0606633,,,,,0.0636221,0.383522
,,,,0.0810299,-0.254813,,,,,-0.00362774,-0.104344
,,,,-0.114289,0.046792,,,,,-0.070003,-0.0017082
,,,,-0.367664,0.0356494,,,,,0.173734,-0.00161152
,,,,0.0709214,0.0398748,,,,,0.124001,0.0211289
,,,,0.0940101,-0.00142682,,,,,0.167372,-0.0552858
,,,,0.143167,0.0649968,,,,,0.222153,-0.0250395
,,,,0.21032,-0.0716285,,,,,0.239468,-0.0653185
,,,,0.361743,0.0402733,,,,,0.258106,-0.0648307
,,,,0.0583946,-0.134638,,,,,-0.0373199,0.000893461
,,,,0.2813,0.0387838,,,,,0.170166,0.0224562
,,,,0.0164343,-0.161779,,,,,-0.100205,-0.0252555
,,,,2.00121,-0.0212714,,,,,1.06034,0.0071019
,,,,0.0402368,0.10769,,,,,-0.0258665,0.161571
,,,,0.0361937,0.250588,,,,,0.193589,0.0482843
,,,,0.132497,-0.353141,,,,,0.166489,-0.275853
,,,,-0.0689682,-0.0315231,,,,,-0.172989,0.18375
,,,,-0.424446,-0.159641,,,,,-0.153695,0.0530798
,,,,0.200955,0.0475892,,,,,0.147852,0.213605
,,,,-0.0801551,-0.00331893,,,,,0.0372731,0.0185728
,,,,-0.024025,-0.286963,,,,,0.165862,-0.051179
,,,,-0.319443,-0.651547,,,,,0.11551,-0.638518
,,,,0.285441,-0.441284,,,,,0.423188,-0.838068
,,,,0.0194,-0.523549,,,,,0.0370143,-0.746932
,,,,0.0686308,0.00498302,,,,,-0.0740649,0.0444078
,,,,-0.335055,-0.0841609,,,,,-0.344586,-0.0898143
,,,,-0.245496,0.152339,,,,,-0.169327,0.0683711
,,,,0.218583,-0.206233,,,,,0.228921,-0.22376
,,,,0.0573763,-0.797538,,,,,-0.222746,-0.518746
,,,,0.271941,-0.0675764,,,,,-0.180807,-0.632873
,,,,0.0263914,0.13584,,,,,-0.210488,0.189711
,,,,-0.0849389,-0.0876743,,,,,-0.264077,0.171828
,,,,0.0779376,0.0877726,,,,,0.237604,0.0965795
,,,,-0.0807166,0.111782,,,,,-0.0723765,0.0819317
,,,,0.278168,-0.429939,,,,,0.246778,-0.296144
,,,,-0.157657,-0.597737,,,,,-0.301086,-0.0522432
,,,,-0.456634,-0.454687,,,,,-0.405659,-0.422966
,,,,-0.182241,-0.150663,,,,,-0.211048,-0.338342
,,,,-0.413371,0.0387119,,,,,-0.170595,0.0929952
,,,,0.0580694,0.0242228,,,,,0.340159,0.0482946
,,,,-0.0268767,0.117804,,,,,0.0193008,0.16327
,,,,-0.0500027,-0.141044,,,,,0.0554133,-0.0484489
,,,,-0.349519,-0.0476746,,,,,-0.333875,-0.23521
,,,,-0.983623,-0.296122,,,,,-0.793047,-0.283658
,,,,-0.116499,0.0424582,,,,,-0.0770973,-0.10704
,,,,-0.45812,0.119773,,,,,-0.678934,0.0518355
,,,,-0.720784,-0.020439,,,,,-0.355722,-0.0789668
,,,,-0.0247668,0.119076,,,,,-0.202449,0.0514898
,,,,-0.426773,0.236658,,,,,-0.337542,0.0133521
,,,,-0.865234,0.0485816,,,,,-0.185635,-0.0541997
,,,,0.135131,-0.655536,,,,,0.156116,-0.0953902
,,,,-0.030598,-0.00726048,,,,,0.0376646,-0.120917
,,,,0.182901,-0.117529,,,,,0.0789746,-0.261738
,,,,0.17128,-0.173665,,,,,0.282001,-0.0901099
,,,,0.111119,0.0766163,,,,,0.000507021,0.232337
,,,,-0.319806,-0.0523616,,,,,-0.401271,-0.128686
,,,,0.0358919,-0.156589,,,,,-0.143668,-0.0328704
,,,,0.0911539,-0.0630768,,,,,0.0901161,0.0269658
,,,,-0.229166,-0.0318985,,,,,-0.315436,-0.0686614
,,,,-1.06208,0.151781,,,,,-0.715032,0.206457
,,,,-0.188016,-0.0682257,,,,,-0.425568,-0.220974
,,,,-0.352534,-0.0163469,,,,,-0.424252,0.113668
,,,,0.56005,-0.000224835,,,,,0.277521,-0.136241
,,,,0.101668,0.0765722,,,,,-0.0600193,0.0444367
,,,,0.190375,0.0882468,,,,,0.0868699,0.186857
,,,,0.0742929,-0.389716,,,,,0.100458,0.0415634
,,,,0.630858,-0.0197359,,,,,0.459956,-0.0980672
,,,,-0.173789,0.0458573,,,,,0.28591,0.166635
,,,,-0.00119274,0.17539,,,,,-0.0485877,0.229298
,,,,-0.300404,0.388183,,,,,-0.0776839,0.246717
,,,,-0.116291,-0.00807574,,,,,0.076505,0.0626793
,,,,-0.644853,-0.0841172,,,,,-0.557165,-0.113976
,,,,-0.0585361,0.154168,,,,,-0.0874442,-0.0356807
,,,,-0.0937246,-0.0325505,,,,,-0.0169061,-0.0105012
,,,,-0.0398036,0.0861919,,,,,-0.146528,0.0852751
,,,,0.281411,-0.123968,,,,,0.104412,-0.185312
,,,,0.0425853,1.10827,,,,,-0.00107501,0.456698
,,,,-0.0496434,-0.0634624,,,,,-0.152418,-0.0603406
,,,,-0.289856,0.0178064,,,,,-0.433477,0.0696443
